pca_x,pca_y,cluster,segment_label,company,order_value
-1.3243,-0.7585,1,At-Risk,Zepto,767.1300000000001
1.0434,-0.5682,0,Loyal Customers,Zepto,439.824
-0.7423,-1.505,1,At-Risk,Swiggy Instamart,226.495
0.6569,-1.376,0,Loyal Customers,Blinkit,50.0
-0.1758,-0.9309,1,At-Risk,Zepto,402.864
-2.596,2.0128,2,Price-Sensitive,Zepto,1648.97775
-0.1468,-1.1716,1,At-Risk,Zepto,269.1675
-0.7151,2.9569,2,Price-Sensitive,Blinkit,1864.0368000000003
-1.1343,0.9123,2,Price-Sensitive,Blinkit,730.7934
-1.0447,-1.635,1,At-Risk,Zepto,185.627
2.0857,-0.1117,0,Loyal Customers,Blinkit,504.7596
0.5896,-0.3901,0,Loyal Customers,Blinkit,645.2984
1.743,0.5137,3,Price-Sensitive,Zepto,50.0
-1.5783,1.5318,2,Price-Sensitive,Zepto,1229.84175
-1.9725,1.7228,2,Price-Sensitive,Zepto,1375.929
-0.2087,-0.363,1,At-Risk,Blinkit,802.0316
-1.6526,-0.5979,1,At-Risk,Zepto,871.1535
1.3083,0.7542,3,Price-Sensitive,Blinkit,256.00620000000004
1.0838,-0.3327,0,Loyal Customers,Blinkit,538.0472
-1.0082,0.803,2,Price-Sensitive,Zepto,728.47725
-0.0425,-0.3202,1,At-Risk,Swiggy Instamart,716.7634999999999
-1.2864,-1.498,1,At-Risk,Blinkit,294.124
2.4132,0.4705,3,Price-Sensitive,Swiggy Instamart,50.0
-0.744,-0.6275,1,At-Risk,Swiggy Instamart,739.418
-0.642,-1.1761,1,At-Risk,Blinkit,413.3144
1.6486,-0.1353,0,Loyal Customers,Zepto,556.3655
-1.6713,-1.9403,1,At-Risk,Zepto,148.7955
0.2991,0.0155,0,Loyal Customers,Zepto,852.3665000000001
-0.8744,-0.8089,1,At-Risk,Blinkit,672.7644
1.0406,0.2902,3,Price-Sensitive,Zepto,50.0
0.8924,-1.3817,0,Loyal Customers,Blinkit,56.235600000000005
2.0189,-0.2064,0,Loyal Customers,Zepto,561.5340000000001
1.1333,1.1073,3,Price-Sensitive,Swiggy Instamart,496.938
1.7055,-1.2502,0,Loyal Customers,Swiggy Instamart,50.0
0.2646,-1.1722,0,Loyal Customers,Blinkit,268.842
1.8311,0.5491,3,Price-Sensitive,Swiggy Instamart,90.37275
-1.2183,0.3558,2,Price-Sensitive,Blinkit,501.8435999999999
-0.2278,1.3205,3,Price-Sensitive,Zepto,902.08125
1.0379,-0.7923,0,Loyal Customers,Swiggy Instamart,359.683
0.5701,1.5215,3,Price-Sensitive,Zepto,858.5917500000002
0.4817,0.2352,0,Loyal Customers,Swiggy Instamart,1017.9199999999998
-1.3069,-0.5817,1,At-Risk,Zepto,856.4870000000001
1.1463,-0.3908,0,Loyal Customers,Swiggy Instamart,575.29
-0.3826,-0.1504,2,Price-Sensitive,Blinkit,50.0
0.2849,2.3959,3,Price-Sensitive,Blinkit,1413.5490000000002
-1.1145,-0.7026,1,At-Risk,Blinkit,770.7108000000001
-1.1798,-1.9099,1,At-Risk,Zepto,50.0
2.1198,1.9016,3,Price-Sensitive,Swiggy Instamart,885.6532499999998
-0.233,-0.0274,1,At-Risk,Blinkit,946.458
0.6859,0.1778,0,Loyal Customers,Zepto,882.8295
1.4232,-0.3161,0,Loyal Customers,Swiggy Instamart,475.101
0.6657,-1.1389,0,Loyal Customers,Swiggy Instamart,212.865
0.8383,-1.114,0,Loyal Customers,Blinkit,272.65400000000005
2.7424,0.2531,0,Loyal Customers,Swiggy Instamart,658.5169999999999
-0.3232,-0.3396,1,At-Risk,Zepto,783.3919999999999
-0.8871,-0.7866,1,At-Risk,Blinkit,663.7788
-0.3421,-0.4914,1,At-Risk,Swiggy Instamart,662.4949999999999
2.1434,0.2009,0,Loyal Customers,Zepto,729.7755
-0.5132,-0.2296,2,Price-Sensitive,Swiggy Instamart,50.0
-1.9625,1.2201,2,Price-Sensitive,Blinkit,1139.6406
3.257,-0.6289,0,Loyal Customers,Blinkit,50.0
-0.7369,-0.3784,1,At-Risk,Blinkit,849.1824
-0.3244,-0.8673,1,At-Risk,Zepto,527.0055000000001
0.5087,0.9919,3,Price-Sensitive,Blinkit,569.2032
-0.0874,0.5163,0,Loyal Customers,Swiggy Instamart,1296.0745
0.9598,-0.1969,0,Loyal Customers,Swiggy Instamart,700.879
1.4495,1.616,3,Price-Sensitive,Swiggy Instamart,757.1714999999999
-0.5443,-0.0586,2,Price-Sensitive,Blinkit,141.3426
-0.9857,1.1214,2,Price-Sensitive,Blinkit,890.4330000000001
1.7525,0.1107,0,Loyal Customers,Blinkit,683.7996
-0.0551,-1.2004,1,At-Risk,Zepto,259.119
1.3751,-0.8154,0,Loyal Customers,Swiggy Instamart,302.3925
0.3013,-1.1524,1,At-Risk,Blinkit,231.7476
-1.0155,2.1321,2,Price-Sensitive,Swiggy Instamart,1452.48075
0.2872,-0.6478,0,Loyal Customers,Blinkit,556.2972000000001
2.8584,0.8602,3,Price-Sensitive,Swiggy Instamart,173.43524999999997
0.2727,-0.537,0,Loyal Customers,Blinkit,582.23
1.2742,-0.7474,0,Loyal Customers,Zepto,369.174
-1.8265,-1.2209,1,At-Risk,Zepto,583.7635
-0.3291,-1.4972,1,At-Risk,Zepto,128.163
0.0031,-1.3154,1,At-Risk,Swiggy Instamart,206.747
-0.541,2.0125,2,Price-Sensitive,Zepto,1321.3425
1.3584,-1.0395,0,Loyal Customers,Blinkit,152.2476
1.2597,1.9794,3,Price-Sensitive,Zepto,980.77125
-1.0167,-1.0665,1,At-Risk,Swiggy Instamart,558.486
-1.3157,-1.0993,1,At-Risk,Zepto,595.2764999999999
0.7373,-1.3104,0,Loyal Customers,Swiggy Instamart,130.571
3.4677,-0.2876,0,Loyal Customers,Swiggy Instamart,247.586
0.6318,-1.0894,0,Loyal Customers,Swiggy Instamart,305.624
-1.1485,-0.1104,2,Price-Sensitive,Zepto,244.4955
0.8047,-0.5641,0,Loyal Customers,Blinkit,510.1616
1.084,-0.7619,0,Loyal Customers,Swiggy Instamart,435.2085
0.1567,0.2451,3,Price-Sensitive,Swiggy Instamart,233.3925
-1.1986,1.6561,2,Price-Sensitive,Zepto,1199.97675
-0.6703,-0.9652,1,At-Risk,Zepto,453.78
0.8983,1.8734,3,Price-Sensitive,Swiggy Instamart,947.694
-0.4225,-0.25,1,At-Risk,Blinkit,864.702
1.1925,-0.7693,0,Loyal Customers,Blinkit,338.0816
-1.545,-0.5657,1,At-Risk,Zepto,875.1855
-0.0389,-0.6327,1,At-Risk,Zepto,583.5794999999999
2.3898,0.2294,0,Loyal Customers,Blinkit,747.5208
-0.8278,0.9414,2,Price-Sensitive,Swiggy Instamart,817.8779999999999
-0.4545,-1.1068,1,At-Risk,Zepto,462.5505
-1.412,0.2093,2,Price-Sensitive,Blinkit,525.7836
-1.0232,-0.9096,1,At-Risk,Blinkit,564.1812
-0.8313,-0.3865,2,Price-Sensitive,Swiggy Instamart,50.0
-0.0956,-1.0145,1,At-Risk,Zepto,401.0685
-1.1631,-1.4057,1,At-Risk,Zepto,364.8015
-1.8785,0.968,2,Price-Sensitive,Zepto,978.4845
1.3917,0.18,0,Loyal Customers,Blinkit,847.7568000000001
0.3588,1.6557,3,Price-Sensitive,Blinkit,968.9346
-0.178,-1.1267,1,At-Risk,Swiggy Instamart,353.694
-1.9426,0.7885,2,Price-Sensitive,Blinkit,887.2902000000001
1.584,0.231,0,Loyal Customers,Swiggy Instamart,784.0469999999999
1.0791,-0.5856,0,Loyal Customers,Blinkit,457.6392
-0.2974,-0.9515,1,At-Risk,Swiggy Instamart,513.9465
0.0965,-0.6178,1,At-Risk,Zepto,514.863
-2.5943,1.4557,2,Price-Sensitive,Swiggy Instamart,1332.13575
2.3841,0.1034,0,Loyal Customers,Blinkit,610.4780000000001
0.8211,0.4087,3,Price-Sensitive,Blinkit,249.70980000000003
1.4988,1.3427,3,Price-Sensitive,Blinkit,593.6022
-0.2009,2.3203,3,Price-Sensitive,Blinkit,1421.9826
-1.2576,1.8851,2,Price-Sensitive,Swiggy Instamart,1361.55975
-1.9923,2.2244,2,Price-Sensitive,Zepto,1609.75275
-0.5633,-0.3814,1,At-Risk,Blinkit,815.8184000000001
0.6781,0.2231,0,Loyal Customers,Blinkit,988.3512
-0.8276,0.6177,2,Price-Sensitive,Swiggy Instamart,653.2747499999999
-1.1219,1.5908,2,Price-Sensitive,Swiggy Instamart,1164.8752499999998
-0.695,-0.3918,1,At-Risk,Swiggy Instamart,864.6239999999999
-1.2861,1.2822,2,Price-Sensitive,Zepto,985.83975
0.2185,0.437,0,Loyal Customers,Zepto,1167.0245
0.1824,-1.0095,1,At-Risk,Zepto,297.73350000000005
-0.1774,-0.2431,2,Price-Sensitive,Blinkit,50.0
-2.2058,3.0862,2,Price-Sensitive,Zepto,2243.7165
-2.0956,-0.3204,2,Price-Sensitive,Zepto,311.44875
-0.9223,-1.3866,1,At-Risk,Zepto,295.2075
-1.3151,-0.0999,1,At-Risk,Swiggy Instamart,1129.2195
0.1418,0.5786,0,Loyal Customers,Blinkit,1196.3396
0.0763,-1.6475,1,At-Risk,Blinkit,50.0
0.2427,-1.4431,1,At-Risk,Blinkit,129.0276
-0.0695,1.3162,3,Price-Sensitive,Zepto,911.59725
-0.2508,-0.8252,1,At-Risk,Zepto,552.5495
-0.99,-1.4447,1,At-Risk,Blinkit,262.3872
-0.2642,2.1745,3,Price-Sensitive,Blinkit,1403.7816
1.8701,0.4038,3,Price-Sensitive,Swiggy Instamart,50.0
0.532,-1.5218,0,Loyal Customers,Zepto,50.0
0.4475,2.4397,3,Price-Sensitive,Swiggy Instamart,1375.70475
1.1764,-1.2848,0,Loyal Customers,Blinkit,50.0
0.927,0.7464,3,Price-Sensitive,Swiggy Instamart,344.58975
-0.5447,-1.4064,1,At-Risk,Blinkit,245.8748
-0.2396,2.1189,3,Price-Sensitive,Zepto,1313.9932500000002
0.6965,-0.6684,0,Loyal Customers,Swiggy Instamart,481.942
-2.4045,0.5649,2,Price-Sensitive,Zepto,831.6877499999999
-1.0148,1.1561,2,Price-Sensitive,Blinkit,925.4088
-1.314,-0.3244,2,Price-Sensitive,Swiggy Instamart,181.10775
-0.9508,-1.2239,1,At-Risk,Swiggy Instamart,463.28
0.5047,0.0174,0,Loyal Customers,Swiggy Instamart,806.8545
-0.6449,0.6261,1,At-Risk,Blinkit,1460.4384
2.0418,-0.4052,0,Loyal Customers,Blinkit,357.52520000000004
0.1958,-0.6236,0,Loyal Customers,Swiggy Instamart,619.229
0.6432,0.1843,3,Price-Sensitive,Zepto,108.2835
-0.2044,0.0623,2,Price-Sensitive,Swiggy Instamart,184.88175
-0.5824,0.7909,2,Price-Sensitive,Swiggy Instamart,657.8977499999999
-1.8174,2.0042,2,Price-Sensitive,Blinkit,1500.525
-0.7966,-0.4408,1,At-Risk,Swiggy Instamart,790.467
-1.7705,-0.9518,1,At-Risk,Zepto,668.0055
1.613,-1.1008,0,Loyal Customers,Swiggy Instamart,158.15049999999997
-1.2416,-1.6274,1,At-Risk,Zepto,254.7215
-1.0253,0.2572,2,Price-Sensitive,Swiggy Instamart,468.441
-0.5454,-0.9014,1,At-Risk,Blinkit,580.8888000000001
-2.4696,0.5848,2,Price-Sensitive,Zepto,836.451
0.565,-0.927,0,Loyal Customers,Blinkit,338.5452
0.6535,-0.8774,0,Loyal Customers,Zepto,373.038
-0.8175,-0.2615,2,Price-Sensitive,Zepto,53.84925
-1.0403,-0.8498,1,At-Risk,Blinkit,662.9472000000001
0.0193,0.3977,3,Price-Sensitive,Swiggy Instamart,324.17925
0.875,0.4802,0,Loyal Customers,Swiggy Instamart,1063.741
-0.8567,-0.3443,2,Price-Sensitive,Blinkit,50.0
0.4399,-0.9959,0,Loyal Customers,Swiggy Instamart,337.778
-0.796,-0.222,2,Price-Sensitive,Zepto,50.0
1.8295,0.3368,0,Loyal Customers,Blinkit,806.1228
-1.0006,-0.1379,1,At-Risk,Blinkit,1046.8668000000002
-0.7739,-1.2993,1,At-Risk,Zepto,325.86750000000006
-0.6393,-0.7083,1,At-Risk,Blinkit,684.5916
-1.6996,0.4303,2,Price-Sensitive,Zepto,670.77975
1.9834,-1.0241,0,Loyal Customers,Swiggy Instamart,50.0
1.1754,1.4966,3,Price-Sensitive,Blinkit,725.355
2.0266,1.3877,3,Price-Sensitive,Swiggy Instamart,586.14375
-0.776,-0.6402,1,At-Risk,Blinkit,744.0852000000001
1.2576,-0.8101,0,Loyal Customers,Zepto,243.66450000000003
0.9504,0.2362,0,Loyal Customers,Blinkit,901.1844
0.172,1.4616,3,Price-Sensitive,Blinkit,877.8618000000001
0.7065,-0.4414,0,Loyal Customers,Zepto,537.831
1.5279,-0.9164,0,Loyal Customers,Blinkit,233.9076
-0.9264,-0.4357,2,Price-Sensitive,Blinkit,50.0
0.5282,-0.9751,0,Loyal Customers,Zepto,301.40400000000005
0.3895,0.0792,0,Loyal Customers,Zepto,917.1225
1.2056,0.164,3,Price-Sensitive,Swiggy Instamart,50.0
-0.0003,1.9008,3,Price-Sensitive,Swiggy Instamart,1184.0745
0.9107,-0.1743,0,Loyal Customers,Swiggy Instamart,698.8779999999999
1.4524,1.4248,3,Price-Sensitive,Blinkit,667.6668
-0.5034,-1.523,1,At-Risk,Zepto,163.41750000000002
-0.0957,-0.3653,1,At-Risk,Zepto,672.394
-1.8484,-1.5859,1,At-Risk,Zepto,380.2785
-1.0303,-1.188,1,At-Risk,Blinkit,513.3996000000001
0.623,-1.2731,0,Loyal Customers,Zepto,99.4325
0.0616,1.2516,3,Price-Sensitive,Swiggy Instamart,798.6922500000001
1.7062,-0.1911,0,Loyal Customers,Swiggy Instamart,535.2674999999999
0.5246,0.34,0,Loyal Customers,Zepto,1009.0475
-1.4545,-0.8096,1,At-Risk,Zepto,707.994
-0.4623,-0.6898,1,At-Risk,Swiggy Instamart,716.9905
1.3467,-0.0074,0,Loyal Customers,Blinkit,667.9172000000001
2.9179,-0.2054,0,Loyal Customers,Blinkit,356.39880000000005
0.4617,0.9859,3,Price-Sensitive,Zepto,592.8457500000001
0.7057,-1.4713,0,Loyal Customers,Blinkit,50.0
-0.7628,0.1379,2,Price-Sensitive,Zepto,270.00525
1.6362,-0.9538,0,Loyal Customers,Swiggy Instamart,162.357
1.987,0.297,0,Loyal Customers,Blinkit,762.48
3.5929,0.6406,0,Loyal Customers,Swiggy Instamart,744.455
-0.672,1.4264,2,Price-Sensitive,Blinkit,985.449
-0.2112,-0.6581,1,At-Risk,Zepto,609.3405
-0.3786,-1.2382,1,At-Risk,Blinkit,318.4472
-1.3994,-1.4701,1,At-Risk,Blinkit,356.656
0.8853,0.5285,3,Price-Sensitive,Blinkit,223.20540000000005
0.5659,0.3059,0,Loyal Customers,Blinkit,1008.2448
-0.6362,0.9793,2,Price-Sensitive,Swiggy Instamart,827.09925
-1.2477,-0.4325,1,At-Risk,Swiggy Instamart,891.713
0.181,-0.403,0,Loyal Customers,Zepto,698.7855000000001
1.6939,-0.4573,0,Loyal Customers,Blinkit,366.282
-0.7933,-1.85,1,At-Risk,Blinkit,59.204
1.8722,0.2013,0,Loyal Customers,Zepto,816.0435000000001
-0.1338,-0.2444,1,At-Risk,Zepto,791.2855000000001
-0.0792,-1.0825,1,At-Risk,Blinkit,390.5712
1.493,-0.8497,0,Loyal Customers,Zepto,168.386
-0.3212,-0.874,1,At-Risk,Blinkit,493.526
0.8194,-0.5994,0,Loyal Customers,Zepto,461.25450000000006
1.2642,-1.3822,0,Loyal Customers,Swiggy Instamart,50.0
0.3035,-0.887,1,At-Risk,Swiggy Instamart,383.0395
-1.8538,2.0099,2,Price-Sensitive,Blinkit,1481.8254
-1.1868,-1.9267,1,At-Risk,Zepto,50.0
-0.6562,-0.884,1,At-Risk,Zepto,544.782
2.5293,-0.3369,0,Loyal Customers,Blinkit,429.6552
1.8829,0.8495,0,Loyal Customers,Swiggy Instamart,1077.4824999999998
0.5406,2.8833,3,Price-Sensitive,Swiggy Instamart,1601.0242499999997
0.5359,-0.8106,1,At-Risk,Blinkit,437.3664000000001
-1.1364,-1.4801,1,At-Risk,Blinkit,285.39000000000004
0.5505,3.0424,3,Price-Sensitive,Swiggy Instamart,1710.4065
1.8227,0.7031,3,Price-Sensitive,Swiggy Instamart,201.5835
1.3711,1.3477,3,Price-Sensitive,Swiggy Instamart,626.7045
-0.8011,0.6277,2,Price-Sensitive,Blinkit,582.4062
-1.226,-0.9504,1,At-Risk,Zepto,604.3695
1.5231,-0.7904,0,Loyal Customers,Swiggy Instamart,228.229
0.9092,0.3974,3,Price-Sensitive,Blinkit,153.6408
1.4998,2.0236,3,Price-Sensitive,Blinkit,936.4248
0.7239,-0.8672,0,Loyal Customers,Swiggy Instamart,402.7415
-0.2953,0.4751,3,Price-Sensitive,Zepto,403.3537500000001
0.083,-0.4923,0,Loyal Customers,Blinkit,688.4028
1.5803,1.6945,3,Price-Sensitive,Blinkit,761.3514000000001
1.2432,-0.4271,0,Loyal Customers,Blinkit,459.4944
0.298,0.9898,3,Price-Sensitive,Blinkit,607.2696000000001
-2.1566,-1.3008,1,At-Risk,Zepto,627.144
0.7221,-1.3391,0,Loyal Customers,Swiggy Instamart,157.504
3.7603,-0.3064,0,Loyal Customers,Blinkit,181.38480000000004
-0.5371,-0.7497,1,At-Risk,Swiggy Instamart,624.4119999999999
0.938,-0.7319,0,Loyal Customers,Zepto,365.757
-1.1273,-2.0355,1,At-Risk,Blinkit,50.0
-0.6826,0.9804,2,Price-Sensitive,Blinkit,735.9042000000001
-1.9091,-0.7022,1,At-Risk,Blinkit,845.7124
0.2514,1.487,3,Price-Sensitive,Zepto,828.5939999999999
-0.3008,0.8404,3,Price-Sensitive,Zepto,610.293
2.3026,-0.3439,0,Loyal Customers,Blinkit,381.8204
-0.2972,0.11,2,Price-Sensitive,Zepto,230.529
1.6407,-0.325,0,Loyal Customers,Swiggy Instamart,533.232
-1.3346,-0.4867,2,Price-Sensitive,Zepto,50.0
1.0308,-0.8347,0,Loyal Customers,Blinkit,294.41880000000003
-0.8384,-0.5981,1,At-Risk,Swiggy Instamart,778.6664999999999
0.1397,-0.7184,0,Loyal Customers,Zepto,540.7094999999999
1.1546,-1.2176,0,Loyal Customers,Zepto,50.0
0.7916,-1.4649,0,Loyal Customers,Zepto,50.0
-0.2664,-0.7635,1,At-Risk,Zepto,577.626
1.3312,-0.8081,0,Loyal Customers,Swiggy Instamart,285.6715
0.1241,1.5423,3,Price-Sensitive,Zepto,912.87
1.684,-0.3188,0,Loyal Customers,Blinkit,457.1084000000001
1.1595,0.3696,0,Loyal Customers,Swiggy Instamart,949.9935
-1.8776,0.3584,2,Price-Sensitive,Zepto,593.46
-0.869,-1.7571,1,At-Risk,Zepto,124.6035
-2.4395,0.678,2,Price-Sensitive,Swiggy Instamart,924.20775
-0.2644,-0.6652,1,At-Risk,Blinkit,597.3588000000001
0.8762,0.0335,0,Loyal Customers,Zepto,798.819
0.9864,-0.4699,0,Loyal Customers,Swiggy Instamart,480.2169999999999
0.3013,-0.8132,0,Loyal Customers,Swiggy Instamart,496.505
0.3227,-1.2815,1,At-Risk,Zepto,226.773
0.6499,0.1628,3,Price-Sensitive,Zepto,50.29275000000001
-2.4057,0.6187,2,Price-Sensitive,Zepto,863.8117500000001
2.6017,-0.9985,0,Loyal Customers,Swiggy Instamart,50.0
0.153,-0.6515,1,At-Risk,Zepto,487.458
2.9073,0.9385,3,Price-Sensitive,Blinkit,195.56460000000004
1.9657,0.4586,3,Price-Sensitive,Swiggy Instamart,50.0
-0.7315,-0.6755,1,At-Risk,Swiggy Instamart,726.601
0.2597,-0.4342,0,Loyal Customers,Blinkit,622.8048000000001
1.3496,-0.7908,0,Loyal Customers,Zepto,235.1915
-1.2674,-0.2294,1,At-Risk,Zepto,970.3945
0.8269,-1.2476,0,Loyal Customers,Blinkit,128.25
1.2738,-0.9378,0,Loyal Customers,Swiggy Instamart,251.0185
1.2968,-1.3238,0,Loyal Customers,Swiggy Instamart,50.0
-0.937,-0.6675,1,At-Risk,Zepto,663.7485
1.0962,-0.0816,0,Loyal Customers,Swiggy Instamart,748.4915
-0.3406,-1.3484,1,At-Risk,Swiggy Instamart,264.1435
1.554,0.018,0,Loyal Customers,Swiggy Instamart,721.7719999999999
1.2826,2.1266,3,Price-Sensitive,Swiggy Instamart,1095.84675
0.1741,-1.371,1,At-Risk,Blinkit,199.3032
1.7507,0.4929,0,Loyal Customers,Blinkit,917.0372
0.2227,-1.1019,1,At-Risk,Blinkit,254.9124
1.466,0.27,0,Loyal Customers,Swiggy Instamart,851.7589999999999
0.633,-0.6797,0,Loyal Customers,Blinkit,435.5184
1.5363,0.052,0,Loyal Customers,Blinkit,691.524
1.8614,-0.3541,0,Loyal Customers,Blinkit,453.8904
0.1381,1.2766,3,Price-Sensitive,Zepto,808.0065000000001
-0.3542,0.867,2,Price-Sensitive,Swiggy Instamart,638.09475
1.1305,-0.7166,0,Loyal Customers,Blinkit,389.0052
-0.1281,1.8536,3,Price-Sensitive,Blinkit,1139.568
0.5413,0.8888,3,Price-Sensitive,Zepto,526.113
1.4526,-0.0966,0,Loyal Customers,Swiggy Instamart,620.31
-0.6657,1.0679,2,Price-Sensitive,Zepto,812.9992500000002
-0.7376,1.8069,2,Price-Sensitive,Blinkit,1272.9504
0.1892,-1.2178,1,At-Risk,Swiggy Instamart,204.3515
0.9349,-0.2476,0,Loyal Customers,Swiggy Instamart,655.9254999999999
-1.9216,0.9287,2,Price-Sensitive,Blinkit,881.1456000000001
1.6547,-0.8,0,Loyal Customers,Swiggy Instamart,229.195
0.895,0.9663,3,Price-Sensitive,Swiggy Instamart,523.8997499999999
1.2182,-1.1698,0,Loyal Customers,Swiggy Instamart,50.0
-2.3521,0.5928,2,Price-Sensitive,Blinkit,829.3380000000001
-0.4695,0.7727,2,Price-Sensitive,Blinkit,595.773
-0.3338,0.4052,2,Price-Sensitive,Swiggy Instamart,467.00925
1.9277,-0.3886,0,Loyal Customers,Blinkit,443.286
-0.1941,1.2946,2,Price-Sensitive,Swiggy Instamart,846.216
-1.5908,-1.0178,1,At-Risk,Zepto,628.0445000000001
-0.2866,-0.926,1,At-Risk,Zepto,486.6645
0.8822,0.6175,0,Loyal Customers,Swiggy Instamart,1169.159
0.3399,0.0463,3,Price-Sensitive,Blinkit,50.0
-0.6369,-1.3627,1,At-Risk,Blinkit,255.4832
-2.2146,1.2696,2,Price-Sensitive,Swiggy Instamart,1257.59775
0.971,1.1052,3,Price-Sensitive,Blinkit,537.4002
0.0633,2.0092,3,Price-Sensitive,Swiggy Instamart,1210.1954999999998
1.7041,0.9145,0,Loyal Customers,Blinkit,1118.3832
1.6492,-0.2866,0,Loyal Customers,Blinkit,502.3416
0.5146,-1.5219,0,Loyal Customers,Swiggy Instamart,50.0
-1.8998,-0.1106,2,Price-Sensitive,Swiggy Instamart,435.20025
-1.253,-0.4071,1,At-Risk,Swiggy Instamart,924.853
0.4847,-0.277,0,Loyal Customers,Zepto,711.2360000000001
-0.0595,0.074,3,Price-Sensitive,Blinkit,179.253
1.1575,-0.4339,0,Loyal Customers,Swiggy Instamart,560.7094999999999
-0.8906,-0.582,1,At-Risk,Blinkit,707.764
-2.0263,0.7795,2,Price-Sensitive,Zepto,917.76825
2.2354,0.6578,3,Price-Sensitive,Swiggy Instamart,131.58674999999997
1.0671,-0.3638,0,Loyal Customers,Swiggy Instamart,574.751
-0.7937,-1.5547,1,At-Risk,Zepto,201.364
-0.6341,1.5971,2,Price-Sensitive,Zepto,1038.42525
-1.2518,-1.0451,1,At-Risk,Blinkit,541.6104
1.437,-0.025,0,Loyal Customers,Blinkit,670.6043999999999
1.4556,-0.5601,0,Loyal Customers,Blinkit,355.77360000000004
0.7907,-0.5161,0,Loyal Customers,Zepto,455.301
0.6305,2.7012,3,Price-Sensitive,Blinkit,1507.995
-0.1306,-1.116,1,At-Risk,Blinkit,336.15000000000003
-0.4642,-0.7404,1,At-Risk,Zepto,613.439
-0.914,-0.8787,1,At-Risk,Swiggy Instamart,613.4585
-0.2202,-1.7334,1,At-Risk,Blinkit,50.0
1.4163,1.7918,3,Price-Sensitive,Blinkit,882.0252000000002
1.2184,-0.8826,0,Loyal Customers,Blinkit,337.86600000000004
-1.088,1.5029,2,Price-Sensitive,Blinkit,1080.3618
-0.4889,2.4638,3,Price-Sensitive,Blinkit,1606.2318
-0.5264,-1.2165,1,At-Risk,Zepto,295.0725
-0.5663,-1.5142,1,At-Risk,Blinkit,204.336
-0.6273,-0.9378,1,At-Risk,Zepto,504.8735
0.8543,0.9744,3,Price-Sensitive,Blinkit,517.6386
0.783,-1.5343,0,Loyal Customers,Swiggy Instamart,50.0
-0.5842,0.9498,2,Price-Sensitive,Zepto,764.019
-1.7572,-1.3431,1,At-Risk,Zepto,496.419
-0.853,1.7583,2,Price-Sensitive,Swiggy Instamart,1212.5504999999998
-1.4431,0.4015,1,At-Risk,Zepto,1374.8175
1.2487,-0.0469,0,Loyal Customers,Swiggy Instamart,727.2615
1.2984,-0.6566,0,Loyal Customers,Blinkit,399.2628
-1.4001,-1.8166,1,At-Risk,Zepto,144.312
-1.5577,1.3823,2,Price-Sensitive,Swiggy Instamart,1133.2215
-1.4226,1.6734,2,Price-Sensitive,Zepto,1251.057
-0.4088,-0.7362,1,At-Risk,Blinkit,618.4316
-0.8003,-0.1548,1,At-Risk,Zepto,916.5715
1.504,-1.2325,0,Loyal Customers,Swiggy Instamart,50.0
1.6772,0.3096,0,Loyal Customers,Blinkit,877.94
-2.479,0.6448,2,Price-Sensitive,Zepto,883.575
-1.2456,-2.0893,1,At-Risk,Zepto,50.0
-2.274,0.9482,2,Price-Sensitive,Swiggy Instamart,978.8729999999998
0.803,-0.542,0,Loyal Customers,Blinkit,489.5552
-0.4643,0.969,3,Price-Sensitive,Zepto,716.6685000000001
-0.2337,1.1495,3,Price-Sensitive,Blinkit,849.1878000000002
0.6458,0.5251,0,Loyal Customers,Zepto,1098.957
0.8232,-0.1601,0,Loyal Customers,Blinkit,724.8439999999999
0.888,-1.2183,0,Loyal Customers,Zepto,54.411
0.0642,0.7105,3,Price-Sensitive,Blinkit,497.1294
-0.2337,2.7019,3,Price-Sensitive,Blinkit,1703.6760000000002
-1.5224,1.2753,2,Price-Sensitive,Zepto,1027.28625
-1.3326,0.5831,2,Price-Sensitive,Swiggy Instamart,648.51375
-0.8973,-0.8988,1,At-Risk,Zepto,541.648
1.3853,-1.3565,0,Loyal Customers,Swiggy Instamart,50.0
0.3907,0.3882,3,Price-Sensitive,Blinkit,258.11460000000005
-0.4221,-0.768,1,At-Risk,Zepto,551.9325
-0.5615,1.4529,2,Price-Sensitive,Zepto,978.282
0.1762,0.4407,3,Price-Sensitive,Blinkit,285.4278
1.9882,-0.2532,0,Loyal Customers,Swiggy Instamart,477.925
-0.8379,1.0744,2,Price-Sensitive,Zepto,835.3485000000001
0.4284,0.9255,3,Price-Sensitive,Zepto,537.1095
-1.0263,-0.18,1,At-Risk,Blinkit,1080.6276000000005
0.4224,-0.9385,0,Loyal Customers,Zepto,329.3115
-1.7279,-0.2773,1,At-Risk,Zepto,1112.4875
-2.0146,-1.1055,1,At-Risk,Swiggy Instamart,640.0584999999999
-0.9069,0.9874,2,Price-Sensitive,Swiggy Instamart,777.3195
0.4363,-0.1367,0,Loyal Customers,Swiggy Instamart,844.6635
0.0656,-1.438,1,At-Risk,Zepto,118.5195
-1.5543,1.5418,2,Price-Sensitive,Swiggy Instamart,1264.611
1.3781,-0.8223,0,Loyal Customers,Swiggy Instamart,278.9095
1.8758,0.0222,0,Loyal Customers,Zepto,714.5085
-0.6737,0.5197,2,Price-Sensitive,Blinkit,496.3860000000001
